PlantNum,WTM_X,WTM_Y,AY,Course,Density,Bed,PlotID,Row,RowID,OldLocFt,NewLoc,NewLocFt,NewLocIn,NewLocDecFt,NewLocM,PlotLen,PlotLenFt,PlotLenIn,PlotLenDecFt,PlotLen_m,RelativePos,FrontX_WTM,BackX_WTM,FrontY_WTM,BackY_WTM
542,556052.9641,405102.7128,1,2,High,7,H-207,2,H-207-2,,4'8,4,8,4.6667,1.4224,20'11,20,11,20.9167,6.3754,0.22310757,556052.9705,556052.9416,405101.3085,405107.6028
543,556053.4726,405102.0384,1,2,High,7,H-207,3,H-207-3,,2'5,2,5,2.4167,0.7366,20'11,20,11,20.9167,6.3754,0.115537849,556053.4745,556053.4584,405101.3101,405107.6134
544,556053.4719,405102.3397,1,2,High,7,H-207,3,H-207-3,,3'5,3,5,3.4167,1.0414,20'11,20,11,20.9167,6.3754,0.163346614,556053.4745,556053.4584,405101.3101,405107.6134
545,556053.4712,405102.616,1,2,High,7,H-207,3,H-207-3,,4'4,4,4,4.3333,1.3208,20'11,20,11,20.9167,6.3754,0.207171315,556053.4745,556053.4584,405101.3101,405107.6134
546,556053.4656,405104.7757,1,2,High,7,H-207,3,H-207-3,,11'6,11,6,11.5,3.5052,20'11,20,11,20.9167,6.3754,0.549800797,556053.4745,556053.4584,405101.3101,405107.6134
547,556053.4597,405107.086,0,2,High,7,H-207,3,H-207-3,,19'2,19,2,19.1667,5.842,20'11,20,11,20.9167,6.3754,0.916334661,556053.4745,556053.4584,405101.3101,405107.6134
548,556043.183,405111.6913,1,1,High,2,H-102,1,H-102-1,,1'4,1,4,1.3333,0.4064,21'6,21,6,21.5,6.5532,0.062015504,556043.1761,556043.2876,405111.2948,405117.6877
549,556043.7118,405113.1219,0,1,High,2,H-102,2,H-102-2,,6'2,6,2,6.1667,1.8796,21'6,21,6,21.5,6.5532,0.286821705,556043.6986,556043.7446,405111.2976,405117.658
550,556043.7138,405113.3931,0,1,High,2,H-102,2,H-102-2,,7'1,7,1,7.0833,2.159,21'6,21,6,21.5,6.5532,0.329457364,556043.6986,556043.7446,405111.2976,405117.658
551,556043.7198,405114.2313,1,1,High,2,H-102,2,H-102-2,,9'11,9,11,9.9167,3.0226,21'6,21,6,21.5,6.5532,0.46124031,556043.6986,556043.7446,405111.2976,405117.658
552,556043.725,405114.9462,1,1,High,2,H-102,2,H-102-2,,12'4,12,4,12.3333,3.7592,21'6,21,6,21.5,6.5532,0.573643411,556043.6986,556043.7446,405111.2976,405117.658
553,556043.7252,405114.9709,0,1,High,2,H-102,2,H-102-2,,12'5,12,5,12.4167,3.7846,21'6,21,6,21.5,6.5532,0.57751938,556043.6986,556043.7446,405111.2976,405117.658
554,556044.2076,405116.8951,0,1,High,2,H-102,3,H-102-3,,19'0,19,0,19,5.7912,21'8,21,8,21.6667,6.604,0.876923077,556044.2237,556044.2053,405111.2595,405117.6861
555,556044.2147,405114.3986,0,1,High,2,H-102,3,H-102-3,,10'7,10,7,10.5833,3.2258,21'8,21,8,21.6667,6.604,0.488461538,556044.2237,556044.2053,405111.2595,405117.6861
556,556044.2127,405115.1155,0,1,High,2,H-102,3,H-102-3,,13'0,13,0,13,3.9624,21'8,21,8,21.6667,6.604,0.6,556044.2237,556044.2053,405111.2595,405117.6861
557,556067.0638,405115.3737,1,1,High,5,H-115,1,H-115-1,,14'9,14,9,14.75,4.4958,20'11,20,11,20.9167,6.3754,0.705179283,556067.0252,556067.08,405110.9966,405117.2037
558,556067.5852,405111.3524,1,1,High,5,H-115,2,H-115-2,,1'2,1,2,1.1667,0.3556,20'11,20,11,20.9167,6.3754,0.055776892,556067.5861,556067.5705,405111.0064,405117.2097
559,556067.577,405114.6394,1,1,High,5,H-115,2,H-115-2,,12'3,12,3,12.25,3.7338,20'11,20,11,20.9167,6.3754,0.585657371,556067.5861,556067.5705,405111.0064,405117.2097
560,556067.5762,405114.936,1,1,High,5,H-115,2,H-115-2,,13'3,13,3,13.25,4.0386,20'11,20,11,20.9167,6.3754,0.633466135,556067.5861,556067.5705,405111.0064,405117.2097
561,556067.5708,405117.0861,1,1,High,5,H-115,2,H-115-2,,20'6,20,6,20.5,6.2484,20'11,20,11,20.9167,6.3754,0.980079681,556067.5861,556067.5705,405111.0064,405117.2097
562,556068.0548,405111.3013,1,1,High,5,H-115,3,H-115-3,,1'0,1,0,1,0.3048,20'11,20,11,20.9167,6.3754,0.047808765,556068.0566,556068.0194,405111.0045,405117.2122
563,556068.053,405111.5981,0,1,High,5,H-115,3,H-115-3,,2'0,2,0,2,0.6096,20'11,20,11,20.9167,6.3754,0.09561753,556068.0566,556068.0194,405111.0045,405117.2122
564,556068.0296,405115.5057,0,1,High,5,H-115,3,H-115-3,,15'2,15,2,15.1667,4.6228,20'11,20,11,20.9167,6.3754,0.725099602,556068.0566,556068.0194,405111.0045,405117.2122
565,556087.1642,405111.0392,0,1,Low,8,L-108,1,L-108-1,,0'8,0,8,0.6667,0.2032,21'0,21,0,21,6.4008,0.031746032,556087.1632,556087.1937,405110.8403,405117.1062
566,556087.1647,405111.1387,1,1,Low,8,L-108,1,L-108-1,,1'0,1,0,1,0.3048,21'0,21,0,21,6.4008,0.047619048,556087.1632,556087.1937,405110.8403,405117.1062
567,556087.1706,405112.357,0,1,Low,8,L-108,1,L-108-1,,5'1,5,1,5.0833,1.5494,21'0,21,0,21,6.4008,0.242063492,556087.1632,556087.1937,405110.8403,405117.1062
568,556087.1719,405112.6306,1,1,Low,8,L-108,1,L-108-1,,6'0,6,0,6,1.8288,21'0,21,0,21,6.4008,0.285714286,556087.1632,556087.1937,405110.8403,405117.1062
569,556087.1775,405113.7743,1,1,Low,8,L-108,1,L-108-1,,9'10,9,10,9.8333,2.9972,21'0,21,0,21,6.4008,0.468253968,556087.1632,556087.1937,405110.8403,405117.1062
570,556087.1827,405114.8435,1,1,Low,8,L-108,1,L-108-1,,13'5,13,5,13.4167,4.0894,21'0,21,0,21,6.4008,0.638888889,556087.1632,556087.1937,405110.8403,405117.1062
571,556087.1895,405116.2359,0,1,Low,8,L-108,1,L-108-1,,18'1,18,1,18.0833,5.5118,21'0,21,0,21,6.4008,0.861111111,556087.1632,556087.1937,405110.8403,405117.1062
572,556087.193,405116.957,1,1,Low,8,L-108,1,L-108-1,,20'6,20,6,20.5,6.2484,21'0,21,0,21,6.4008,0.976190476,556087.1632,556087.1937,405110.8403,405117.1062
573,556087.707,405112.4331,1,1,Low,8,L-108,2,L-108-2,,5'5,5,5,5.4167,1.651,21'0,21,0,21,6.4008,0.257936508,556087.7291,556087.6434,405110.8102,405117.102
574,556088.2319,405111.1791,0,1,Low,8,L-108,3,L-108-3,,1'3,1,3,1.25,0.381,21'0,21,0,21,6.4008,0.05952381,556088.2372,556088.1476,405110.8052,405117.0859
575,556092.4197,405111.2943,1,1,Low,1,L-111,1,L-111-1,,1'10,1,10,1.8333,0.5588,20'5,20,5,20.4167,6.223,0.089795918,556092.4153,556092.4639,405110.7403,405116.9096
576,556092.422,405111.5964,1,1,Low,1,L-111,1,L-111-1,,2'10,2,10,2.8333,0.8636,20'5,20,5,20.4167,6.223,0.13877551,556092.4153,556092.4639,405110.7403,405116.9096
577,556092.4286,405112.4274,0,1,Low,1,L-111,1,L-111-1,,5'7,5,7,5.5833,1.7018,20'5,20,5,20.4167,6.223,0.273469388,556092.4153,556092.4639,405110.7403,405116.9096
578,556092.4514,405115.3232,0,1,Low,1,L-111,1,L-111-1,,15'2,15,2,15.1667,4.6228,20'5,20,5,20.4167,6.223,0.742857143,556092.4153,556092.4639,405110.7403,405116.9096
579,556092.455,405115.7765,0,1,Low,1,L-111,1,L-111-1,,16'8,16,8,16.6667,5.08,20'5,20,5,20.4167,6.223,0.816326531,556092.4153,556092.4639,405110.7403,405116.9096
580,556092.4625,405116.7333,0,1,Low,1,L-111,1,L-111-1,,19'10,19,10,19.8333,6.0452,20'5,20,5,20.4167,6.223,0.971428571,556092.4153,556092.4639,405110.7403,405116.9096
581,556092.954,405112.4368,0,1,Low,1,L-111,2,L-111-2,,5'7,5,7,5.5833,1.7018,20'5,20,5,20.4167,6.223,0.273469388,556092.9466,556092.9735,405110.7509,405116.9157
582,556092.9614,405114.1478,0,1,Low,1,L-111,2,L-111-2,,11'3,11,3,11.25,3.429,20'5,20,5,20.4167,6.223,0.551020408,556092.9466,556092.9735,405110.7509,405116.9157
