PlantNum,WTM_X,WTM_Y,AY,Course,Density,Bed,PlotID,Row,RowID,OldLocFt,NewLoc,NewLocFt,NewLocIn,NewLocDecFt,NewLocM,PlotLen,PlotLenFt,PlotLenIn,PlotLenDecFt,PlotLen_m,RelativePos,FrontX_WTM,BackX_WTM,FrontY_WTM,BackY_WTM
265,556053.4666,405104.399,0,2,High,7,H-207,3,H-207-3,10'0,10'3,10,3,10.25,3.1242,20'11,20,11,20.9167,6.3754,0.490039841,556053.4745,556053.4584,405101.3101,405107.6134
266,556053.4621,405106.182,0,2,High,7,H-207,3,H-207-3,15'8,16'2,16,2,16.1667,4.9276,20'11,20,11,20.9167,6.3754,0.772908367,556053.4745,556053.4584,405101.3101,405107.6134
267,556053.4619,405106.2573,0,2,High,7,H-207,3,H-207-3,16'1,16'5,16,5,16.4167,5.0038,20'11,20,11,20.9167,6.3754,0.784860558,556053.4745,556053.4584,405101.3101,405107.6134
268,556053.4587,405107.4878,1,2,High,7,H-207,3,H-207-3,20'3,20'6,20,6,20.5,6.2484,20'11,20,11,20.9167,6.3754,0.980079681,556053.4745,556053.4584,405101.3101,405107.6134
269,556053.4586,405107.5381,0,2,High,7,H-207,3,H-207-3,20'4,20'8,20,8,20.6667,6.2992,20'11,20,11,20.9167,6.3754,0.988047809,556053.4745,556053.4584,405101.3101,405107.6134
270,556043.186,405111.8647,0,1,High,2,H-102,1,H-102-1,1'6,1'11,1,11,1.9167,0.5842,21'6,21,6,21.5,6.5532,0.089147287,556043.1761,556043.2876,405111.2948,405117.6877
271,556043.1869,405111.9143,0,1,High,2,H-102,1,H-102-1,1'9,2'1,2,1,2.0833,0.635,21'6,21,6,21.5,6.5532,0.096899225,556043.1761,556043.2876,405111.2948,405117.6877
272,556043.2331,405114.5656,1,1,High,2,H-102,1,H-102-1,10'7,11'0,11,0,11,3.3528,21'6,21,6,21.5,6.5532,0.511627907,556043.1761,556043.2876,405111.2948,405117.6877
273,556043.2396,405114.9373,0,1,High,2,H-102,1,H-102-1,11'9,12'3,12,3,12.25,3.7338,21'6,21,6,21.5,6.5532,0.569767442,556043.1761,556043.2876,405111.2948,405117.6877
274,556043.2427,405115.1107,0,1,High,2,H-102,1,H-102-1,12'5,12'10,12,10,12.8333,3.9116,21'6,21,6,21.5,6.5532,0.596899225,556043.1761,556043.2876,405111.2948,405117.6877
275,556043.2699,405116.6718,1,1,High,2,H-102,1,H-102-1,17'9,18'1,18,1,18.0833,5.5118,21'6,21,6,21.5,6.5532,0.841085271,556043.1761,556043.2876,405111.2948,405117.6877
276,556043.2746,405116.9443,1,1,High,2,H-102,1,H-102-1,18'8,19'0,19,0,19,5.7912,21'6,21,6,21.5,6.5532,0.88372093,556043.1761,556043.2876,405111.2948,405117.6877
277,556043.7007,405111.5934,1,1,High,2,H-102,2,H-102-2,0'9,1'0,1,0,1,0.3048,21'6,21,6,21.5,6.5532,0.046511628,556043.6986,556043.7446,405111.2976,405117.658
278,556043.7064,405112.3823,0,1,High,2,H-102,2,H-102-2,3'4,3'8,3,8,3.6667,1.1176,21'6,21,6,21.5,6.5532,0.170542636,556043.6986,556043.7446,405111.2976,405117.658
279,556043.713,405113.2945,0,1,High,2,H-102,2,H-102-2,6'4,6'9,6,9,6.75,2.0574,21'6,21,6,21.5,6.5532,0.313953488,556043.6986,556043.7446,405111.2976,405117.658
280,556043.7166,405113.7875,0,1,High,2,H-102,2,H-102-2,8'0,8'5,8,5,8.4167,2.5654,21'6,21,6,21.5,6.5532,0.391472868,556043.6986,556043.7446,405111.2976,405117.658
281,556043.7212,405114.4285,1,1,High,2,H-102,2,H-102-2,10'2,10'7,10,7,10.5833,3.2258,21'6,21,6,21.5,6.5532,0.492248062,556043.6986,556043.7446,405111.2976,405117.658
282,556043.7239,405114.7983,1,1,High,2,H-102,2,H-102-2,11'5,11'10,11,10,11.8333,3.6068,21'6,21,6,21.5,6.5532,0.550387597,556043.6986,556043.7446,405111.2976,405117.658
283,556043.7375,405116.6719,1,1,High,2,H-102,2,H-102-2,17'10,18'2,18,2,18.1667,5.5372,21'6,21,6,21.5,6.5532,0.84496124,556043.6986,556043.7446,405111.2976,405117.658
284,556044.2199,405112.5943,1,1,High,2,H-102,3,H-102-3,4'1,4'6,4,6,4.5,1.3716,21'8,21,8,21.6667,6.604,0.207692308,556044.2237,556044.2053,405111.2595,405117.6861
285,556044.2186,405113.0392,0,1,High,2,H-102,3,H-102-3,5'9,6'0,6,0,6,1.8288,21'8,21,8,21.6667,6.604,0.276923077,556044.2237,556044.2053,405111.2595,405117.6861
286,556044.2185,405113.0886,0,1,High,2,H-102,3,H-102-3,5'9,6'2,6,2,6.1667,1.8796,21'8,21,8,21.6667,6.604,0.284615385,556044.2237,556044.2053,405111.2595,405117.6861
287,556044.2176,405113.3852,1,1,High,2,H-102,3,H-102-3,6'8,7'2,7,2,7.1667,2.1844,21'8,21,8,21.6667,6.604,0.330769231,556044.2237,556044.2053,405111.2595,405117.6861
288,556044.2162,405113.8796,1,1,High,2,H-102,3,H-102-3,8'2,8'10,8,10,8.8333,2.6924,21'8,21,8,21.6667,6.604,0.407692308,556044.2237,556044.2053,405111.2595,405117.6861
289,556044.2122,405115.2885,0,1,High,2,H-102,3,H-102-3,13'1,13'7,13,7,13.5833,4.1402,21'8,21,8,21.6667,6.604,0.626923077,556044.2237,556044.2053,405111.2595,405117.6861
290,556044.2076,405116.8951,0,1,High,2,H-102,3,H-102-3,18'9,19'0,19,0,19,5.7912,21'8,21,8,21.6667,6.604,0.876923077,556044.2237,556044.2053,405111.2595,405117.6861
291,556067.0307,405111.6148,1,1,High,5,H-115,1,H-115-1,1'10,2'1,2,1,2.0833,0.635,20'11,20,11,20.9167,6.3754,0.099601594,556067.0252,556067.08,405110.9966,405117.2037
292,556067.0411,405112.8019,0,1,High,5,H-115,1,H-115-1,5'9,6'1,6,1,6.0833,1.8542,20'11,20,11,20.9167,6.3754,0.290836653,556067.0252,556067.08,405110.9966,405117.2037
293,556067.0562,405114.5082,1,1,High,5,H-115,1,H-115-1,11'8,11'10,11,10,11.8333,3.6068,20'11,20,11,20.9167,6.3754,0.565737052,556067.0252,556067.08,405110.9966,405117.2037
294,556067.0632,405115.2995,0,1,High,5,H-115,1,H-115-1,14'4,14'6,14,6,14.5,4.4196,20'11,20,11,20.9167,6.3754,0.693227092,556067.0252,556067.08,405110.9966,405117.2037
295,556067.0636,405115.349,1,1,High,5,H-115,1,H-115-1,14'6,14'8,14,8,14.6667,4.4704,20'11,20,11,20.9167,6.3754,0.701195219,556067.0252,556067.08,405110.9966,405117.2037
296,556067.0645,405115.4479,0,1,High,5,H-115,1,H-115-1,14'10,15'0,15,0,15,4.572,20'11,20,11,20.9167,6.3754,0.717131474,556067.0252,556067.08,405110.9966,405117.2037
297,556067.5808,405113.1071,0,1,High,5,H-115,2,H-115-2,6'11,7'1,7,1,7.0833,2.159,20'11,20,11,20.9167,6.3754,0.338645418,556067.5861,556067.5705,405111.0064,405117.2097
298,556068.0557,405111.1529,1,1,High,5,H-115,3,H-115-3,0'6,0'6,0,6,0.5,0.1524,20'11,20,11,20.9167,6.3754,0.023904382,556068.0566,556068.0194,405111.0045,405117.2122
299,556068.0501,405112.0927,1,1,High,5,H-115,3,H-115-3,3'8,3'8,3,8,3.6667,1.1176,20'11,20,11,20.9167,6.3754,0.175298805,556068.0566,556068.0194,405111.0045,405117.2122
300,556068.0422,405113.4035,0,1,High,5,H-115,3,H-115-3,7'11,8'1,8,1,8.0833,2.4638,20'11,20,11,20.9167,6.3754,0.386454183,556068.0566,556068.0194,405111.0045,405117.2122
301,556068.0421,405113.4282,1,1,High,5,H-115,3,H-115-3,8'0,8'2,8,2,8.1667,2.4892,20'11,20,11,20.9167,6.3754,0.390438247,556068.0566,556068.0194,405111.0045,405117.2122
302,556068.0388,405113.9723,1,1,High,5,H-115,3,H-115-3,9'10,10'0,10,0,10,3.048,20'11,20,11,20.9167,6.3754,0.478087649,556068.0566,556068.0194,405111.0045,405117.2122
303,556068.0384,405114.0465,1,1,High,5,H-115,3,H-115-3,10'0,10'3,10,3,10.25,3.1242,20'11,20,11,20.9167,6.3754,0.490039841,556068.0566,556068.0194,405111.0045,405117.2122
304,556068.0364,405114.368,1,1,High,5,H-115,3,H-115-3,11'2,11'4,11,4,11.3333,3.4544,20'11,20,11,20.9167,6.3754,0.541832669,556068.0566,556068.0194,405111.0045,405117.2122
305,556068.0356,405114.5164,1,1,High,5,H-115,3,H-115-3,11'7,11'10,11,10,11.8333,3.6068,20'11,20,11,20.9167,6.3754,0.565737052,556068.0566,556068.0194,405111.0045,405117.2122
306,556068.0348,405114.6401,1,1,High,5,H-115,3,H-115-3,12'0,12'3,12,3,12.25,3.7338,20'11,20,11,20.9167,6.3754,0.585657371,556068.0566,556068.0194,405111.0045,405117.2122
307,556068.0307,405115.3326,1,1,High,5,H-115,3,H-115-3,14'4,14'7,14,7,14.5833,4.445,20'11,20,11,20.9167,6.3754,0.697211155,556068.0566,556068.0194,405111.0045,405117.2122
308,556068.0299,405115.4562,1,1,High,5,H-115,3,H-115-3,14'9,15'0,15,0,15,4.572,20'11,20,11,20.9167,6.3754,0.717131474,556068.0566,556068.0194,405111.0045,405117.2122
309,556068.0218,405116.8165,0,1,High,5,H-115,3,H-115-3,19'5,19'7,19,7,19.5833,5.969,20'11,20,11,20.9167,6.3754,0.93625498,556068.0566,556068.0194,405111.0045,405117.2122
310,556087.166,405111.4122,1,1,Low,8,L-108,1,L-108-1,1'3,1'11,1,11,1.9167,0.5842,21'0,21,0,21,6.4008,0.091269841,556087.1632,556087.1937,405110.8403,405117.1062
311,556087.1677,405111.7603,1,1,Low,8,L-108,1,L-108-1,2'6,3'1,3,1,3.0833,0.9398,21'0,21,0,21,6.4008,0.146825397,556087.1632,556087.1937,405110.8403,405117.1062
312,556087.169,405112.0338,1,1,Low,8,L-108,1,L-108-1,3'6,4'0,4,0,4,1.2192,21'0,21,0,21,6.4008,0.19047619,556087.1632,556087.1937,405110.8403,405117.1062
313,556087.1697,405112.183,1,1,Low,8,L-108,1,L-108-1,3'11,4'6,4,6,4.5,1.3716,21'0,21,0,21,6.4008,0.214285714,556087.1632,556087.1937,405110.8403,405117.1062
314,556087.173,405112.8543,1,1,Low,8,L-108,1,L-108-1,6'2,6'9,6,9,6.75,2.0574,21'0,21,0,21,6.4008,0.321428571,556087.1632,556087.1937,405110.8403,405117.1062
315,556087.1742,405113.103,0,1,Low,8,L-108,1,L-108-1,7'2,7'7,7,7,7.5833,2.3114,21'0,21,0,21,6.4008,0.361111111,556087.1632,556087.1937,405110.8403,405117.1062
316,556087.1753,405113.3268,0,1,Low,8,L-108,1,L-108-1,7'9,8'4,8,4,8.3333,2.54,21'0,21,0,21,6.4008,0.396825397,556087.1632,556087.1937,405110.8403,405117.1062
317,556087.1817,405114.6446,0,1,Low,8,L-108,1,L-108-1,12'2,12'9,12,9,12.75,3.8862,21'0,21,0,21,6.4008,0.607142857,556087.1632,556087.1937,405110.8403,405117.1062
318,556087.1912,405116.584,1,1,Low,8,L-108,1,L-108-1,17'8,19'3,19,3,19.25,5.8674,21'0,21,0,21,6.4008,0.916666667,556087.1632,556087.1937,405110.8403,405117.1062
319,556087.7264,405111.0099,1,1,Low,8,L-108,2,L-108-2,0'0,0'8,0,8,0.6667,0.2032,21'0,21,0,21,6.4008,0.031746032,556087.7291,556087.6434,405110.8102,405117.102
320,556087.7135,405111.9587,0,1,Low,8,L-108,2,L-108-2,3'3,3'10,3,10,3.8333,1.1684,21'0,21,0,21,6.4008,0.182539683,556087.7291,556087.6434,405110.8102,405117.102
321,556087.7046,405112.6079,0,1,Low,8,L-108,2,L-108-2,5'6,6'0,6,0,6,1.8288,21'0,21,0,21,6.4008,0.285714286,556087.7291,556087.6434,405110.8102,405117.102
322,556087.6931,405113.4568,0,1,Low,8,L-108,2,L-108-2,8'3,8'10,8,10,8.8333,2.6924,21'0,21,0,21,6.4008,0.420634921,556087.7291,556087.6434,405110.8102,405117.102
323,556087.6849,405114.056,0,1,Low,8,L-108,2,L-108-2,10'3,10'10,10,10,10.8333,3.302,21'0,21,0,21,6.4008,0.515873016,556087.7291,556087.6434,405110.8102,405117.102
324,556087.6801,405114.4055,0,1,Low,8,L-108,2,L-108-2,11'5,12'0,12,0,12,3.6576,21'0,21,0,21,6.4008,0.571428571,556087.7291,556087.6434,405110.8102,405117.102
325,556087.6777,405114.5803,0,1,Low,8,L-108,2,L-108-2,12'1,12'7,12,7,12.5833,3.8354,21'0,21,0,21,6.4008,0.599206349,556087.7291,556087.6434,405110.8102,405117.102
326,556087.6771,405114.6302,0,1,Low,8,L-108,2,L-108-2,12'2,12'9,12,9,12.75,3.8862,21'0,21,0,21,6.4008,0.607142857,556087.7291,556087.6434,405110.8102,405117.102
327,556087.6638,405115.604,1,1,Low,8,L-108,2,L-108-2,15'5,16'0,16,0,16,4.8768,21'0,21,0,21,6.4008,0.761904762,556087.7291,556087.6434,405110.8102,405117.102
328,556087.656,405116.1782,0,1,Low,8,L-108,2,L-108-2,17'4,17'11,17,11,17.9167,5.461,21'0,21,0,21,6.4008,0.853174603,556087.7291,556087.6434,405110.8102,405117.102
329,556088.2173,405112.2009,1,1,Low,8,L-108,3,L-108-3,3'11,4'8,4,8,4.6667,1.4224,21'0,21,0,21,6.4008,0.222222222,556088.2372,556088.1476,405110.8052,405117.0859
330,556088.1963,405113.6714,1,1,Low,8,L-108,3,L-108-3,8'9,9'7,9,7,9.5833,2.921,21'0,21,0,21,6.4008,0.456349206,556088.2372,556088.1476,405110.8052,405117.0859
331,556088.1924,405113.9455,1,1,Low,8,L-108,3,L-108-3,9'9,10'6,10,6,10.5,3.2004,21'0,21,0,21,6.4008,0.5,556088.2372,556088.1476,405110.8052,405117.0859
332,556088.1853,405114.444,1,1,Low,8,L-108,3,L-108-3,11'4,12'2,12,2,12.1667,3.7084,21'0,21,0,21,6.4008,0.579365079,556088.2372,556088.1476,405110.8052,405117.0859
333,556088.1839,405114.5437,1,1,Low,8,L-108,3,L-108-3,11'10,12'6,12,6,12.5,3.81,21'0,21,0,21,6.4008,0.595238095,556088.2372,556088.1476,405110.8052,405117.0859
334,556088.1817,405114.6933,1,1,Low,8,L-108,3,L-108-3,12'2,13'0,13,0,13,3.9624,21'0,21,0,21,6.4008,0.619047619,556088.2372,556088.1476,405110.8052,405117.0859
335,556088.1807,405114.768,1,1,Low,8,L-108,3,L-108-3,12'5,13'3,13,3,13.25,4.0386,21'0,21,0,21,6.4008,0.630952381,556088.2372,556088.1476,405110.8052,405117.0859
336,556088.1721,405115.3662,0,1,Low,8,L-108,3,L-108-3,14'6,15'3,15,3,15.25,4.6482,21'0,21,0,21,6.4008,0.726190476,556088.2372,556088.1476,405110.8052,405117.0859
337,556088.1512,405116.8367,1,1,Low,8,L-108,3,L-108-3,19'7,20'2,20,2,20.1667,6.1468,21'0,21,0,21,6.4008,0.96031746,556088.2372,556088.1476,405110.8052,405117.0859
338,556088.1497,405116.9364,1,1,Low,8,L-108,3,L-108-3,20'0,20'6,20,6,20.5,6.2484,21'0,21,0,21,6.4008,0.976190476,556088.2372,556088.1476,405110.8052,405117.0859
339,556092.4214,405111.5209,1,1,Low,1,L-111,1,L-111-1,1'8,2'7,2,7,2.5833,0.7874,20'5,20,5,20.4167,6.223,0.126530612,556092.4153,556092.4639,405110.7403,405116.9096
340,556092.4312,405112.7548,1,1,Low,1,L-111,1,L-111-1,5'9,6'8,6,8,6.6667,2.032,20'5,20,5,20.4167,6.223,0.326530612,556092.4153,556092.4639,405110.7403,405116.9096
341,556092.4413,405114.039,0,1,Low,1,L-111,1,L-111-1,10'0,10'11,10,11,10.9167,3.3274,20'5,20,5,20.4167,6.223,0.534693878,556092.4153,556092.4639,405110.7403,405116.9096
342,556092.453,405115.5247,1,1,Low,1,L-111,1,L-111-1,15'0,15'10,15,10,15.8333,4.826,20'5,20,5,20.4167,6.223,0.775510204,556092.4153,556092.4639,405110.7403,405116.9096
343,556092.9492,405111.3548,0,1,Low,1,L-111,2,L-111-2,1'1,2'0,2,0,2,0.6096,20'5,20,5,20.4167,6.223,0.097959184,556092.9466,556092.9735,405110.7509,405116.9157
344,556092.9521,405112.009,1,1,Low,1,L-111,2,L-111-2,3'2,4'2,4,2,4.1667,1.27,20'5,20,5,20.4167,6.223,0.204081633,556092.9466,556092.9735,405110.7509,405116.9157
345,556092.9531,405112.2355,1,1,Low,1,L-111,2,L-111-2,4'0,4'11,4,11,4.9167,1.4986,20'5,20,5,20.4167,6.223,0.240816327,556092.9466,556092.9735,405110.7509,405116.9157
346,556092.9544,405112.5374,1,1,Low,1,L-111,2,L-111-2,5'0,5'11,5,11,5.9167,1.8034,20'5,20,5,20.4167,6.223,0.289795918,556092.9466,556092.9735,405110.7509,405116.9157
347,556092.9671,405115.4563,0,1,Low,1,L-111,2,L-111-2,14'8,15'7,15,7,15.5833,4.7498,20'5,20,5,20.4167,6.223,0.763265306,556092.9466,556092.9735,405110.7509,405116.9157
348,556092.97,405116.1105,0,1,Low,1,L-111,2,L-111-2,16'11,17'9,17,9,17.75,5.4102,20'5,20,5,20.4167,6.223,0.869387755,556092.9466,556092.9735,405110.7509,405116.9157
349,556092.9692,405115.9344,1,1,Low,1,L-111,2,L-111-2,17'3,17'2,17,2,17.1667,5.2324,20'5,20,5,20.4167,6.223,0.840816327,556092.9466,556092.9735,405110.7509,405116.9157
350,556093.4502,405112.0654,1,1,Low,1,L-111,3,L-111-3,3'4,4'5,4,5,4.4167,1.3462,20'5,20,5,20.4167,6.223,0.216326531,556093.4532,556093.4394,405110.7338,405116.8893
351,556093.4458,405114.0251,1,1,Low,1,L-111,3,L-111-3,10'0,10'11,10,11,10.9167,3.3274,20'5,20,5,20.4167,6.223,0.534693878,556093.4532,556093.4394,405110.7338,405116.8893
352,556093.4442,405114.7286,1,1,Low,1,L-111,3,L-111-3,12'2,13'3,13,3,13.25,4.0386,20'5,20,5,20.4167,6.223,0.648979592,556093.4532,556093.4394,405110.7338,405116.8893
353,556093.444,405114.8542,1,1,Low,1,L-111,3,L-111-3,12'9,13'8,13,8,13.6667,4.1656,20'5,20,5,20.4167,6.223,0.669387755,556093.4532,556093.4394,405110.7338,405116.8893
354,556093.4433,405115.1557,1,1,Low,1,L-111,3,L-111-3,13'8,14'8,14,8,14.6667,4.4704,20'5,20,5,20.4167,6.223,0.718367347,556093.4532,556093.4394,405110.7338,405116.8893
355,556093.4406,405116.3617,1,1,Low,1,L-111,3,L-111-3,17'9,18'8,18,8,18.6667,5.6896,20'5,20,5,20.4167,6.223,0.914285714,556093.4532,556093.4394,405110.7338,405116.8893
356,556093.4397,405116.7637,1,1,Low,1,L-111,3,L-111-3,19'1,20'0,20,0,20,6.096,20'5,20,5,20.4167,6.223,0.979591837,556093.4532,556093.4394,405110.7338,405116.8893
357,556043.4404,405073.0221,1,5,High,2,H-502,1,H-502-1,,4'1,4,1,4.0833,1.2446,22'3,22,3,22.25,6.7818,0.183520599,556043.4452,556043.4191,405071.7707,405078.5894
358,556043.4353,405074.3501,1,5,High,2,H-502,1,H-502-1,,8'5,8,5,8.4167,2.5654,22'3,22,3,22.25,6.7818,0.378277154,556043.4452,556043.4191,405071.7707,405078.5894
359,556043.4343,405074.6054,0,5,High,2,H-502,1,H-502-1,,9'3,9,3,9.25,2.8194,22'3,22,3,22.25,6.7818,0.415730337,556043.4452,556043.4191,405071.7707,405078.5894
360,556043.4237,405077.3891,1,5,High,2,H-502,1,H-502-1,,18'4,18,4,18.3333,5.588,22'3,22,3,22.25,6.7818,0.823970037,556043.4452,556043.4191,405071.7707,405078.5894
361,556043.4194,405078.5128,1,5,High,2,H-502,1,H-502-1,,22'0,22,0,22,6.7056,22'3,22,3,22.25,6.7818,0.988764045,556043.4452,556043.4191,405071.7707,405078.5894
362,556043.9737,405074.0657,0,5,High,2,H-502,2,H-502-2,,7'6,7,6,7.5,2.286,22'4,22,4,22.3333,6.8072,0.335820896,556044.015,556043.8919,405071.7716,405078.603
363,556043.9727,405074.1167,0,5,High,2,H-502,2,H-502-2,,7'8,7,8,7.6667,2.3368,22'4,22,4,22.3333,6.8072,0.343283582,556044.015,556043.8919,405071.7716,405078.603
364,556044.5958,405071.8771,0,5,High,2,H-502,3,H-502-3,,0'4,0,4,0.3333,0.1016,22'3,22,3,22.25,6.7818,0.014981273,556044.5983,556044.4297,405071.7749,405078.5939
365,556044.5945,405071.9281,0,5,High,2,H-502,3,H-502-3,,0'6,0,6,0.5,0.1524,22'3,22,3,22.25,6.7818,0.02247191,556044.5983,556044.4297,405071.7749,405078.5939
366,556044.4954,405075.9378,0,5,High,2,H-502,3,H-502-3,,13'7,13,7,13.5833,4.1402,22'3,22,3,22.25,6.7818,0.610486891,556044.5983,556044.4297,405071.7749,405078.5939
367,556056.1639,405075.2017,1,5,High,9,H-509,1,H-509-1,,11'6,11,6,11.5,3.5052,22'0,22,0,22,6.7056,0.522727273,556056.1571,556056.1702,405071.7081,405078.3915
368,556056.1654,405075.9612,1,5,High,9,H-509,1,H-509-1,,14'0,14,0,14,4.2672,22'0,22,0,22,6.7056,0.636363636,556056.1571,556056.1702,405071.7081,405078.3915
369,556056.1667,405076.5941,0,5,High,9,H-509,1,H-509-1,,16'1,16,1,16.0833,4.9022,22'0,22,0,22,6.7056,0.731060606,556056.1571,556056.1702,405071.7081,405078.3915
370,556056.1676,405077.0751,1,5,High,9,H-509,1,H-509-1,,17'8,17,8,17.6667,5.3848,22'0,22,0,22,6.7056,0.803030303,556056.1571,556056.1702,405071.7081,405078.3915
371,556056.1686,405077.5561,0,5,High,9,H-509,1,H-509-1,,19'3,19,3,19.25,5.8674,22'0,22,0,22,6.7056,0.875,556056.1571,556056.1702,405071.7081,405078.3915
372,556056.1686,405077.5814,0,5,High,9,H-509,1,H-509-1,,19'4,19,4,19.3333,5.8928,22'0,22,0,22,6.7056,0.878787879,556056.1571,556056.1702,405071.7081,405078.3915
373,556056.1688,405077.6573,1,5,High,9,H-509,1,H-509-1,,19'7,19,7,19.5833,5.969,22'0,22,0,22,6.7056,0.890151515,556056.1571,556056.1702,405071.7081,405078.3915
374,556056.7634,405072.9405,1,5,High,9,H-509,2,H-509-2,,4'1,4,1,4.0833,1.2446,21'10,21,10,21.8333,6.6548,0.187022901,556056.7686,556056.7407,405071.6871,405078.3891
375,556056.7468,405076.931,1,5,High,9,H-509,2,H-509-2,,17'1,17,1,17.0833,5.207,21'10,21,10,21.8333,6.6548,0.782442748,556056.7686,556056.7407,405071.6871,405078.3891
376,556057.2775,405072.7214,1,5,High,9,H-509,3,H-509-3,,3'5,3,5,3.4167,1.0414,22'0,22,0,22,6.7056,0.15530303,556057.2855,556057.2343,405071.6777,405078.3984
377,556057.2711,405073.5615,1,5,High,9,H-509,3,H-509-3,,6'2,6,2,6.1667,1.8796,22'0,22,0,22,6.7056,0.28030303,556057.2855,556057.2343,405071.6777,405078.3984
378,556057.2502,405076.3109,1,5,High,9,H-509,3,H-509-3,,15'2,15,2,15.1667,4.6228,22'0,22,0,22,6.7056,0.689393939,556057.2855,556057.2343,405071.6777,405078.3984
379,556057.2452,405076.9728,0,5,High,9,H-509,3,H-509-3,,17'4,17,4,17.3333,5.2832,22'0,22,0,22,6.7056,0.787878788,556057.2855,556057.2343,405071.6777,405078.3984
380,556057.2355,405078.2457,1,5,High,9,H-509,3,H-509-3,,21'6,21,6,21.5,6.5532,22'0,22,0,22,6.7056,0.977272727,556057.2855,556057.2343,405071.6777,405078.3984
381,556078.3326,405073.6959,1,5,Low,3,L-503,1,L-503-1,,6'10,6,10,6.8333,2.0828,20'9,20,9,20.75,6.3246,0.329317269,556078.3516,556078.2938,405071.5675,405078.0306
382,556078.3015,405077.174,0,5,Low,3,L-503,1,L-503-1,,18'0,18,0,18,5.4864,20'9,20,9,20.75,6.3246,0.86746988,556078.3516,556078.2938,405071.5675,405078.0306
383,556078.2982,405077.5374,0,5,Low,3,L-503,1,L-503-1,,19'2,19,2,19.1667,5.842,20'9,20,9,20.75,6.3246,0.923694779,556078.3516,556078.2938,405071.5675,405078.0306
384,556078.2952,405077.8749,0,5,Low,3,L-503,1,L-503-1,,20'3,20,3,20.25,6.1722,20'9,20,9,20.75,6.3246,0.975903614,556078.3516,556078.2938,405071.5675,405078.0306
385,556078.8209,405073.031,1,5,Low,3,L-503,2,L-503-2,,4'10,4,10,4.8333,1.4732,21'4,21,4,21.3333,6.5024,0.2265625,556078.8245,556078.8084,405071.5669,405078.029
386,556078.8147,405075.5047,0,5,Low,3,L-503,2,L-503-2,,13'0,13,0,13,3.9624,21'4,21,4,21.3333,6.5024,0.609375,556078.8245,556078.8084,405071.5669,405078.029
387,556078.8145,405075.5805,0,5,Low,3,L-503,2,L-503-2,,13'3,13,3,13.25,4.0386,21'4,21,4,21.3333,6.5024,0.62109375,556078.8245,556078.8084,405071.5669,405078.029
388,556079.3097,405074.068,0,5,Low,3,L-503,3,L-503-3,,8'3,8,3,8.25,2.5146,21'3,21,3,21.25,6.477,0.388235294,556079.3111,556079.3076,405071.5561,405078.0262
389,556079.3094,405074.6516,1,5,Low,3,L-503,3,L-503-3,,10'2,10,2,10.1667,3.0988,21'3,21,3,21.25,6.477,0.478431373,556079.3111,556079.3076,405071.5561,405078.0262
390,556079.3078,405077.6456,1,5,Low,3,L-503,3,L-503-3,,20'0,20,0,20,6.096,21'3,21,3,21.25,6.477,0.941176471,556079.3111,556079.3076,405071.5561,405078.0262
391,556079.3077,405077.7978,1,5,Low,3,L-503,3,L-503-3,,20'6,20,6,20.5,6.2484,21'3,21,3,21.25,6.477,0.964705882,556079.3111,556079.3076,405071.5561,405078.0262
392,556092.6759,405074.015,1,5,Low,1,L-511,1,L-511-1,,7'9,7,9,7.75,2.3622,20'4,20,4,20.3333,6.1976,0.381147541,556092.6766,556092.6748,405071.665,405077.8307
393,556092.6754,405075.607,1,5,Low,1,L-511,1,L-511-1,,13'0,13,0,13,3.9624,20'4,20,4,20.3333,6.1976,0.639344262,556092.6766,556092.6748,405071.665,405077.8307
394,556092.6754,405075.7081,1,5,Low,1,L-511,1,L-511-1,,13'4,13,4,13.3333,4.064,20'4,20,4,20.3333,6.1976,0.655737705,556092.6766,556092.6748,405071.665,405077.8307
395,556092.6754,405075.9355,1,5,Low,1,L-511,1,L-511-1,,14'1,14,1,14.0833,4.2926,20'4,20,4,20.3333,6.1976,0.692622951,556092.6766,556092.6748,405071.665,405077.8307
396,556092.6753,405076.0871,0,5,Low,1,L-511,1,L-511-1,,14'7,14,7,14.5833,4.445,20'4,20,4,20.3333,6.1976,0.717213115,556092.6766,556092.6748,405071.665,405077.8307
397,556093.2338,405073.9456,0,5,Low,1,L-511,2,L-511-2,,7'7,7,7,7.5833,2.3114,20'7,20,7,20.5833,6.2738,0.368421053,556093.2336,556093.2341,405071.6658,405077.8537
398,556093.234,405076.1251,1,5,Low,1,L-511,2,L-511-2,,14'10,14,10,14.8333,4.5212,20'7,20,7,20.5833,6.2738,0.720647773,556093.2336,556093.2341,405071.6658,405077.8537
399,556093.234,405076.6011,0,5,Low,1,L-511,2,L-511-2,,16'5,16,5,16.4167,5.0038,20'7,20,7,20.5833,6.2738,0.79757085,556093.2336,556093.2341,405071.6658,405077.8537
400,556093.2341,405077.6282,1,5,Low,1,L-511,2,L-511-2,,19'10,19,10,19.8333,6.0452,20'7,20,7,20.5833,6.2738,0.963562753,556093.2336,556093.2341,405071.6658,405077.8537
401,556093.2336,405072.1167,1,5,Low,1,L-511,2,L-511-2,,1'6,1,6,1.5,0.4572,20'7,20,7,20.5833,6.2738,0.072874494,556093.2336,556093.2341,405071.6658,405077.8537
